id,category_name,language_id,phrase_id,translation,
170,1,1,170,l,
171,1,1,171,pcs,
172,1,1,172,increase,
173,1,1,173,decrease,
174,1,1,174,Powder,
175,1,1,175,Pill,
176,1,1,176,Liquid,
177,1,1,177,Other,
178,1,1,178,invalid packet,
179,1,1,179,This should never happen,
180,1,1,180,This should never happen,
181,1,1,181,this feature is not supported,
182,1,1,182,Never,
183,1,1,183,None,
184,1,1,184,Activity:,
185,1,1,185,Measurements:,
186,1,1,186,Enter new Value,
187,1,1,187,Enabled,
188,1,1,188,Disabled,
189,1,1,189,Connecting...,
190,1,1,190,Log file location:,
191,1,1,191,Last measurement:,
192,1,1,192,Start,
193,1,1,193,Exit,
194,1,1,194,Initiating...,
195,1,1,195,Reading device...,
196,1,1,196,PoolLab CE Test,
197,1,1,197,Serial:,
198,1,1,198,Connection lost! Reconnecting...,
199,1,1,199,Stop,
200,1,1,200,Search:,
201,1,1,201,Show only activated parameters,
202,1,1,202,License Activated,
203,1,1,203,License activation successful!,
204,1,1,204,License Invalid,
205,1,1,205,"License activation failed. Make sure to enter the license exactly as shown, minding captial letters!",
206,1,1,206,Select,
207,1,1,207,Activate,
208,1,1,208,Activate License,
209,1,1,209,Enter your license activation code.,
210,1,1,210,Measurement Parameters,
211,1,1,211,,
212,1,1,212,,
213,1,1,213,Scan PrimeLab,
214,1,1,214,Scan,
215,1,1,215,Nearby PoolLabs,
216,1,1,216,,
217,1,1,217,Working...,
218,1,1,218,,
219,1,1,219,,
220,1,1,220,Unsynchronized..,
221,1,1,221,Software version,
222,1,1,222,Database version,
223,1,1,223,Disabled,
224,1,1,224,Signed in,
225,1,1,225,Yes,
226,1,1,226,Online,
227,1,1,227,,
228,1,1,228,,
229,1,1,229,,
230,1,1,230,,
231,1,1,231,Edit Date: %a,
232,1,1,232,Changed %a,
233,1,1,233,Previous Value: %a,
234,1,1,234,New Value: %a,
235,1,1,235,Clear account measurements,
236,1,1,236,Delete all saved measurements from this account?,
237,1,1,237,Delete selected account? All measurements of this account will also be deleted.,
238,1,1,238,Delete PrimeLab Account,
239,1,1,239,Cancel,
240,1,1,240,Skip,
241,1,1,241,Continue,
242,1,1,242,Zero,
243,1,1,243,Test,
244,1,1,244,Discard,
245,1,1,245,Save,
246,1,1,246,Return,
247,1,1,247,Reuse last Zero?,
248,1,1,248,Reuse the last zero calibration?,
249,1,1,249,Error,
250,1,1,250,,
251,1,1,251,Cancel Measurement,
252,1,1,252,Cancel the measurement and discard all unsaved results?,
253,1,1,253,Save failed,
254,1,1,254,"The result could not be saved, if this errors persists please contact the developer at dev@420nm.org",
255,1,1,255,Measurement complete,
256,1,1,256,Recalibration required,
257,1,1,257,The PrimeLab needs to be recalibrated first. Recalibrate the PrimeLab now?,
258,1,1,258,Battery too low,
259,1,1,259,The PrimeLab's batteries are too low to do a measurement.  Please use fresh batteries or connect the A/C adaptor.,
260,1,1,260,The Bluetooth connection to the PrimeLab was lost.,
261,1,1,261,Underrange,
262,1,1,262,Over range,
263,1,1,263,Too Low,
264,1,1,264,Too High,
265,1,1,265,OK,
266,1,1,266,Parameter Value:,
267,1,1,267,Saved,
268,1,1,268,Save,
269,1,1,269,Convert,
270,1,1,270,Parameter:,
271,1,1,271,Wait until the chemical fully reacted,
272,1,1,272,Time Left:,
273,1,1,273,seconds,
274,1,1,274,Save,
275,1,1,275,"Export the current database as SQLite file. This export includes all accounts, measurements, custom water treatment products and application settings. If you are using the free Cloud Service, please note that your password will NOT be exported and must be re-entered upon database import.",
276,1,1,276,"Import the database from a previous file-backup. Note that the currently active database, including all accounts, measurements, custom water treatment products, all application settings as well as cloud logins are discarded. This cannot be undone, so it is recommended to do a backup of the currently active database before importing another. <br> To merge your current database with an exported one, register on our free Cloud Service to first synchronize your current database to the cloud, then import the file-backup, and finally log-in to your just registered cloud-account with the 'merge' option active.",
277,1,1,277,"Deletes all user data including accounts, measurements, custom water treatment products, application settings and saved cloud login information. Any data saved on our free Cloud Service are NOT affected and can be re-acquired by logging back in to your account. To delete your cloud account, please login to your cloud account using your web-browser:",
278,1,1,278,Profile Settings,
279,1,1,279,Application Language,
280,1,1,280,Operator Name,
281,1,1,281,Database Setup,
282,1,1,282,Database Export,
283,1,1,283,Save,
284,1,1,284,Database Import,
285,1,1,285,Restore,
286,1,1,286,Database Reset,
287,1,1,287,Reset,
288,1,1,288,Restore Database Backup,
289,1,1,289,This operation will overwrite your current database and replace it with your backup file!,
290,1,1,290,Database successfully restored. The application will now restart.,
291,1,1,291,Import failed,
292,1,1,292,Database import failed. Make sure the database was created from a LabCom backup!,
293,1,1,293,Create Database Backup,
294,1,1,294,Database backup saved to %a,
295,1,1,295,Database backup failed! Make sure you have enough disc space available and have the required permissions to write at the target location.,
296,1,1,296,"Reset local DatabaseAll saved measurements and accounts, all saved water treatment products and configured ideal ranges are DELETED. Preferences and configuration changes will be reverted to their default values. Cloud login data are also deleted. Any data stored on the Cloud-Account are not affected.",
297,1,1,297,Reset local Database,
298,1,1,298,Database reset,
299,1,1,299,Database has been reset. Please restart the application.,
300,1,1,300,Restart required,
301,1,1,301,The application must be restarted for the changes to take effect. Restart now?,
302,1,1,302,Input error,
303,1,1,303,Operator Name must not be empty.,
304,1,1,304,Forename,
305,1,1,305,Surname,
306,1,1,306,Customer ID,
307,1,1,307,Street,
308,1,1,308,City,
309,1,1,309,ZIP Code,
310,1,1,310,* fields are required (must not be empty),
311,1,1,311,Country,
312,1,1,312,County,
313,1,1,313,Email,
314,1,1,314,Phone 1,
315,1,1,315,Phone 2,
316,1,1,316,Fax,
317,1,1,317,Notes,
318,1,1,318,Pool-Size m³,
319,1,1,319,Pool-Notes,
320,1,1,320,Save,
321,1,1,321,Cancel,
322,1,1,322,,
323,1,1,323,,
324,1,1,324,Unsaved changes,
325,1,1,325,"You have unsaved changes, are you sure you do not want to save?",
326,1,1,326,Permission Denied,
327,1,1,327,"Creating, deleting or importing accounts is disabled as you are currently logged in to the cloud as a sub-account.",
328,1,1,328,New Account,
329,1,1,329,Edit Account,
330,1,1,330,Accounts,
331,1,1,331,Clear Account(s),
332,1,1,332,Delete Account(s),
333,1,1,333,Write to PrimeLab,
334,1,1,334,Not connected,
335,1,1,335,This feature is only available when connected to a PrimeLab device.,
336,1,1,336,Too many accounts,
337,1,1,337,Please select no more than 20 accounts.,
338,1,1,338,,
339,1,1,339,Export (XLSX),
340,1,1,340,,
341,1,1,341,Filter:,
342,1,1,342,"Search for Name, Address, Email, ...",
343,1,1,343,Accounts exported,
344,1,1,344,The selected accounts have been written to the PrimeLab.,
345,1,1,345,Are you sure you want to delete %a Accounts? All measurement results saved with these accounts will also be deleted!,
346,1,1,346,Delete Accounts,
347,1,1,347,Editing and deleting measurements is not allowed for one or more of the selected measurements as you are currently logged in to the cloud as a sub-account.,
348,1,1,348,Are you sure you want to delete %a measurement results?,
349,1,1,349,Clear Accounts,
350,1,1,350,PDF Saved,
351,1,1,351,PDF saved. Open file now?,
352,1,1,352,Export to XLSX,
353,1,1,353,Data exported as XLSX file: %a,
354,1,1,354,Data exported,
355,1,1,355,Active Chlorine,
356,1,1,356,Free Chlorine,
357,1,1,357,pH Value,
358,1,1,358,Cyanuric Acid,
359,1,1,359,Water Temperature,
360,1,1,360,Active Chlorine,
361,1,1,361,"Active chlorine is the amount of free chlorine in your sample which is not bound to cyanuric acid and thus is actively killing bacteria and algae. Recommended values range from 0.05 to 3.0 ppm, depending on your pool type and location.",
362,1,1,362,Your Device,
363,1,1,363,LCD Contrast,
364,1,1,364,Increase,
365,1,1,365,Decrease,
366,1,1,366,Select Account:,
367,1,1,367,Disconnect,
368,1,1,368,Firmware Update in progress...,
369,1,1,369,"This process can take up to 10 minutes, please be patient. Do not close the App and do not lock your phones screen until the process is complete.",
370,1,1,370,"All saved measurements were imported and removed from the PoolLab.
",
371,1,1,371,Import complete,
372,1,1,372,Update PoolLab,
373,1,1,373,An update for your PoolLab device is available. Update now?,
374,1,1,374,Your PoolLab was successfully updated!,
375,1,1,375,Update complete,
376,1,1,376,"An error occurred during the update. Check if the batteries are charged and the device is in close proximity, restart the PoolLab and try again. Error Code: ",
377,1,1,377,Update failed,
378,1,1,378,Update Mode started,
379,1,1,379,Please scan again and select 'PoolLab OTA' from the scan result list to continue with the update.,
380,1,1,380,Error,
381,1,1,381,Protocol error!,
382,1,1,382,Device Name:,
383,1,1,383,Serial Number:,
384,1,1,384,Firmware:,
385,1,1,385,Memory:,
386,1,1,386,Device Time:,
387,1,1,387,Import %a test results from the PoolLab?,
388,1,1,388,Import Measurements,
389,1,1,389,Connect Photometer,
390,1,1,390,Scanning...,
391,1,1,391,Adapter offline,
392,1,1,392,Please switch on your Bluetooth adapter and push the scan button,
393,1,1,393,BLE Error,
394,1,1,394,Update required,
395,1,1,395,Your PrimeLab device is in bootloader mode and requires an update. Update now?,
396,1,1,396,Permissions required,
397,1,1,397,"To scan for and connect to Bluetooth devices, the app requires the Bluetooth and Location permissions. You will be asked to grant these permissions now. ",
398,1,1,398,Connecting...,
399,1,1,399,Chemistry,
400,1,1,400,Calculators,
401,1,1,401,RSI/LSI Index,
402,1,1,402,Active Chlorine,
403,1,1,403,Water Treatment Products,
404,1,1,404,Ideal Ranges,
405,1,1,405,,
406,1,1,406,,
407,1,1,407,,
408,1,1,408,,
409,1,1,409,,
410,1,1,410,,
411,1,1,411,,
412,1,1,412,,
413,1,1,413,,
414,1,1,414,,
415,1,1,415,,
416,1,1,416,,
417,1,1,417,,
418,1,1,418,,
419,1,1,419,,
420,1,1,420,,
421,1,1,421,Last checked: ,
422,1,1,422,Disable Cloud,
423,1,1,423,Are you sure you want to disable the Cloud?,
424,1,1,424,,
425,1,1,425,,
426,1,1,426,Ok,
427,1,1,427,Registration Error,
428,1,1,428,The email address is invalid. Please enter a valid email-address.,
429,1,1,429,Please enter at least 6 characters as your password.,
430,1,1,430,The passwords you entered do not match.,
431,1,1,431,Login Error,
432,1,1,432,Please enter your password.,
433,1,1,433,Select Cloud Server,
434,1,1,434,Register,
435,1,1,435,Login,
436,1,1,436,Lost Password,
437,1,1,437,Register,
438,1,1,438,mail@example.com,
439,1,1,439,Email:,
440,1,1,440,Password:,
441,1,1,441,Repeat:,
442,1,1,442,Upload current database,
443,1,1,443,Warning: All local accounts and measurements will be deleted!,
444,1,1,444,Login,
445,1,1,445,Warning: All local accounts and measurements not already synchronized will be deleted!,
446,1,1,446,Cloud Account,
447,1,1,447,Disable Cloud,
448,1,1,448,Overview,
449,1,1,449,Account Name:,
450,1,1,450,Last checked:,
451,1,1,451,Last change:,
452,1,1,452,Num. Accounts:,
453,1,1,453,Num. Measurements:,
454,1,1,454,,
455,1,1,455,%a Accounts,
456,1,1,456,%b Measurements,
457,1,1,457,Available Shares,
458,1,1,458,Grant Access,
459,1,1,459,Read Only,
460,1,1,460,Add Measures,
461,1,1,461,Full Access,
462,1,1,462,No Access,
463,1,1,463,Remove Access,
464,1,1,464,Read Only Access,
465,1,1,465,Read and Add Measures,
466,1,1,466,Full Access,
467,1,1,467,Synchronizing,
468,1,1,468,Communicating with the Cloud server...,
469,1,1,469,Data received: %a Byte,
470,1,1,470,Ideal Ranges,
471,1,1,471,Parameter:,
472,1,1,472,Limit Range:,
473,1,1,473,Set Ideal Ranges,
474,1,1,474,Set on import,
475,1,1,475,Ideal Range Min Max,
476,1,1,476,,
477,1,1,477,,
478,1,1,478,Starting Application...,
479,1,1,479,Accounts,
480,1,1,480,New Measurement,
481,1,1,481,Cloud Service,
482,1,1,482,Connect Photometer,
483,1,1,483,Your Device,
484,1,1,484,Chemistry,
485,1,1,485,Settings,
486,1,1,486,Support,
487,1,1,487,Edit History,
488,1,1,488,Set Filter,
489,1,1,489,Filter Active,
490,1,1,490,Filter Under/Overrange,
491,1,1,491,Filter by time,
492,1,1,492,Last Week,
493,1,1,493,Last Month,
494,1,1,494,Last Year,
495,1,1,495,Start Date:,
496,1,1,496,End Date:,
497,1,1,497,Filter by timespan,
498,1,1,498,Filter by Parameter,
499,1,1,499,Invalid Timeframe!,
500,1,1,500,The start date must be earlier than the end date.,
501,1,1,501,Details,
502,1,1,502,,
503,1,1,503,,
504,1,1,504,,
505,1,1,505,,
506,1,1,506,,
507,1,1,507,,
508,1,1,508,Comment,
509,1,1,509,,
510,1,1,510,,
511,1,1,511,,
512,1,1,512,,
513,1,1,513,,
514,1,1,514,Previous Result Values,
515,1,1,515,Edit value,
516,1,1,516,Enter new value,
517,1,1,517,Enter new comment text,
518,1,1,518,,
519,1,1,519,,
520,1,1,520,,
521,1,1,521,,
522,1,1,522,Dosage Recommandation,
523,1,1,523,Enter desired value:,
524,1,1,524,,
525,1,1,525,,
526,1,1,526,not set,
527,1,1,527,Details,
528,1,1,528,Measurements,
529,1,1,529,Details,
530,1,1,530,Measurements,
531,1,1,531,Delete Account,
532,1,1,532,Are you sure you want to delete this account?,
533,1,1,533,Delete Measurements,
534,1,1,534,Are you sure you want to delete all measurements of this account?,
535,1,1,535,Are you sure you want to delete %a measurement(s)?,
536,1,1,536,Select Target Account,
537,1,1,537,Delete Measurements,
538,1,1,538,Move Measurements,
539,1,1,539,New Measurement,
540,1,1,540,Delete Account,
541,1,1,541,Saved measurements:,
542,1,1,542,Loading Measurements...,
543,1,1,543,Filter is active!,
544,1,1,544,New Measurement,
545,1,1,545,Set Ideal Range,
546,1,1,546,Remote Control,
547,1,1,547,Add Result,
548,1,1,548,Selected Account:,
549,1,1,549,Selected Method:,
550,1,1,550,Required Reagents:,
551,1,1,551,Selected Parameter:,
552,1,1,552,Test Range:,
553,1,1,553,Set Ideal Minimum,
554,1,1,554,Set Ideal Maximum,
555,1,1,555,Not Connected,
556,1,1,556,Not connected to a PrimeLab device or PrimeLab not ready.,
557,1,1,557,Not Licensed,
558,1,1,558,The selected measurement method is not licensed on your device.,
559,1,1,559,Manual Result,
560,1,1,560,Insert a new result with the chosen value,
561,1,1,561,Manual result added.,
562,1,1,562,Parameters,
563,1,1,563,Error: connection lost!,
564,1,1,564,Please make sure the Primelab device is in range and its batteries are charged.,
565,1,1,565,Error: invalid response!,
566,1,1,566,The device does not appear to be a PrimeLab! Make sure to connect to the correct address.,
567,1,1,567,Error: Calibration failed!,
568,1,1,568,The device could not be calibrated automatically. Please recalibrate the device manually by using the onboard controls.,
569,1,1,569,Update failed!,
570,1,1,570,The connection to the PrimeLab was lost and could not be recovered. Check the PrimeLabs batteries and restart the update.,
571,1,1,571,"Could not read updates from your local hard drive. If this error persists, try reinstalling the application.",
572,1,1,572,Could not create database update. Check for software updates and try again.,
573,1,1,573,"The PrimeLab reported an unexpected error (%a). If this error persists, please contact the developer at support@420nm.net.",
574,1,1,574,"Battery too low. The PrimeLabs batteries must be at least 30%. Alternatively, you can connect the A/C adapter.",
575,1,1,575,Preparing database update...,
576,1,1,576,Configuring PrimeLab...,
577,1,1,577,Preparing to update...,
578,1,1,578,Starting bootloader...,
579,1,1,579,Firmware update...,
580,1,1,580,Transmitting device firmware update...,
581,1,1,581,Database update...,
582,1,1,582,Transmitting database update...,
583,1,1,583,Update complete,
584,1,1,584,Your PrimeLab is restarting...,
585,1,1,585,Update complete,
586,1,1,586,Updating PrimeLab...,
587,1,1,587,Starting Update...,
588,1,1,588,Device Calibration,
589,1,1,589,Recalibrate your PrimeLab or it's adapters.,
590,1,1,590,Calibrate,
591,1,1,591,Calibration Type,
592,1,1,592,Calibration OK,
593,1,1,593,Calibration performed successfully. Create calibration certificate?,
594,1,1,594,Your PrimeLab,
595,1,1,595,Synchronize Data,
596,1,1,596,Set device name,
597,1,1,597,Calibration,
598,1,1,598,Activate License,
599,1,1,599,Device Update,
600,1,1,600,Clear Measurements,
601,1,1,601,Disconnect,
602,1,1,602,,
603,1,1,603,Device Name,
604,1,1,604,MAC Address,
605,1,1,605,Battery Status,
606,1,1,606,Accounts,
607,1,1,607,Measurements,
608,1,1,608,Active Licenses,
609,1,1,609,Serial Number,
610,1,1,610,Firmware Version,
611,1,1,611,Available Update,
612,1,1,612,Database Version,
613,1,1,613,Available Update,
614,1,1,614,Licenses,
615,1,1,615,Show only activated methods,
616,1,1,616,,
617,1,1,617,Import Measurement Data,
618,1,1,618,Import %a new accounts and %b new measurements?,
619,1,1,619,Import %a new measurements?,
620,1,1,620,Delete imported data from the PrimeLab?,
621,1,1,621,,
622,1,1,622,,
623,1,1,623,Import data,
624,1,1,624,Clear data from the PrimeLab after importing?,
625,1,1,625,Enter a new Name,
626,1,1,626,Enter a new name for your PrimeLab.,
627,1,1,627,Device Rename Error,
628,1,1,628,Given name too long! Enter 28 characters or less.,
629,1,1,629,,
630,1,1,630,Make sure the PrimeLab's batteries are charged or the A/C connector is plugged in. Update now?,
631,1,1,631,Already up to date,
632,1,1,632,Your PrimeLab device already has the latest updates installed!,
633,1,1,633,Clear all measurements,
634,1,1,634,Delete all saved measurements from the PrimeLab?,
635,1,1,635,Measure,
636,1,1,636,Request,
637,1,1,637,Remote Measurement,
638,1,1,638,,
639,1,1,639,Email invalid,
640,1,1,640,Please enter a valid email address.,
641,1,1,641,Request submitted,
642,1,1,642,Your request has been submitted. We will contact you as soon as possible.,
643,1,1,643,Request failed,
644,1,1,644,"Your request could not be submitted. If this error persists, please contact us at info@water-id.com.",
645,1,1,645,Index Calculation,
646,1,1,646,Temperature (°C),
647,1,1,647,pH Value,
648,1,1,648,Alkalinity (CaCO3 ppm),
649,1,1,649,Hardness (Ca2+ ppm),
650,1,1,650,Conductivity (TDS ppm),
651,1,1,651,pHs Value,
652,1,1,652,Langelier Saturation Index,
653,1,1,653,Ryznar Stability Index,
654,1,1,654,"<b>Langelier Saturation Index (LSI)</b>
More information on these values are available on our website at %a",
655,1,1,655,Select Account,
656,1,1,656,Date and Time,
657,1,1,657,Current Value:,
658,1,1,658,Date (Day / Month / Year),
659,1,1,659,Time (HH:mm:ss),
660,1,1,660,Date/Time Invalid,
661,1,1,661,The entered date is not valid. Please select a different date.,
662,1,1,662,Select Method,
663,1,1,663,,
664,1,1,664,Support,
665,1,1,665,PrimeLab User Manuals,
666,1,1,666,PoolLab User Manuals,
667,1,1,667,Finwell Pro User Manual,
668,1,1,668,PrimeLab Web,
669,1,1,669,PrimeLab Website,
670,1,1,670,PoolLab Web,
671,1,1,671,PoolLab Website,
672,1,1,672,PoolLab FAQ,
673,1,1,673,FinWell Pro Web,
674,1,1,674,,
675,1,1,675,Youtube Channels,
676,1,1,676,PrimeLab Channel,
677,1,1,677,PoolLab Channel,
678,1,1,678,Finwell Channel,
679,1,1,679,Details,
680,1,1,680,Group,
681,1,1,681,Chemical Name,
682,1,1,682,Effect,
683,1,1,683,Type,
684,1,1,684,Amount,
685,1,1,685,Unit,
686,1,1,686,Effected water volume,
687,1,1,687,Water volume unit,
688,1,1,688,my chemical,
689,1,1,689,Save,
690,1,1,690,Delete Item,
691,1,1,691,Delete this item?,
692,1,1,692,%amount %userunit change the parameter by:,
693,1,1,693,Cancel,
694,1,1,694,Field invalid,
695,1,1,695,The chemical name must not be empty.,
696,1,1,696,Unsaved changes,
697,1,1,697,"You have unsaved changes, are you sure you want to close without saving?",
698,1,1,698,Add water treatment product,
699,1,1,699,Edit water treatment product,
700,1,1,700,Close,
701,1,1,701,Custom Products,
702,1,1,702,Update available,
703,1,1,703,A software-update is available. Download now?,
704,1,1,704,Update failed,
705,1,1,705,Downloading the update failed. Check your internet connection and try again.,
706,1,1,706,Loading...,
707,1,1,707,,
708,1,1,708,Failed to read/write the program database. Make sure the application has permission to access the shared directory.,
709,1,1,709,"Not all required permissions were granted, the application will now close. Restart the application if you change your mind.",
710,3,2,87,filter von _MAX_ Gesamteinträge,
711,3,2,35,"Sind Sie sicher, dass Sie diese Kategorie löschen möchten ?",
712,3,2,65,"Sind Sie sicher, dass Sie diesen Benutzer löschen möchten?",
713,3,2,59,Aber,
714,3,2,57,Nicht existierende Kategorie kann nicht gelöscht werden,
715,3,2,29,Kategorien,
716,3,2,30,Kategorie,
717,3,2,56,Kategorie erfolgreich gelöscht,
718,3,2,47,Kategorie-Übersicht,
719,3,2,73,Kategorie erfolgreich vom Benutzer entfernt,
720,3,2,13,Kategorie wählen,
721,3,2,22,schließen,
722,3,2,8,Passwort bestätigen,
723,3,2,12,Dashboard,
724,3,2,32,löschen,
725,3,2,83,Fehlende Übersetzungen herunterladen,
726,3,2,6,E-Mail,
727,3,2,31,bearbeiten,
728,3,2,81,E-Mail kann nicht leer sein,
729,3,2,82,E-Mail ist nicht gültig,
730,3,2,78,E-Mail erfolgreich aktualisiert,
731,3,2,23,Fehler,
732,3,2,77,"Fehler beim Aktualisieren, bitte versuchen Sie es erneut",
733,3,2,18,Übersetzungen exportieren,
734,3,2,20,Übersetzungen exportieren JSON,
735,3,2,19,Übersetzungen exportieren XML,
736,3,2,90,Erste,
737,3,2,5,Passwort vergessen,
738,3,2,28,Weiter zu,
739,3,2,1,Startseite,
740,3,2,15,Übersetzung importieren,
741,3,2,17,Übersetzung importieren JSON,
742,3,2,16,Übersetzung importieren XML,
743,3,2,39,ISO-CODE,
744,3,2,27,Sprache,
745,3,2,38,Sprachen,
746,3,2,91,Letzte,
747,3,2,84,Laden...,
748,3,2,26,Überblick über die Lokalisierung,
749,3,2,3,Anmeldung,
750,3,2,10,Abmelden,
751,3,2,61,Sehen Sie sich die Liste unten an,
752,3,2,21,Fehlende Übersetzungen,
753,3,2,11,Name,
754,3,2,75,Name kann nicht leer sein,
755,3,2,37,Nein,
756,3,2,85,Keine Daten in der Tabelle,
757,3,2,89,Keine passenden Datensätze gefunden,
758,3,2,50,nur englische Dateien,
759,3,2,48,Übersicht,
760,3,2,14,Parsen,
761,3,2,7,Kennwort,
762,3,2,80,Passwort kann nicht leer sein,
